customer_id,avg_transaction_value
C1257,2941.751818181818
C1258,2255.545
C1259,2260.436923076923
C1260,2699.645
C1261,3778.8379999999997
C1262,2328.875
C1263,1976.1527272727274
C1264,2216.1125
C1265,3071.2754545454545
C1266,2106.4333333333334
C1267,1860.0377777777778
C1268,1607.0553333333332
C1269,2743.256842105263
C1270,2047.696923076923
C1271,2735.1846666666665
C1272,2668.362857142857
C1273,3574.8578571428575
C1274,1706.33
C1275,2139.698
C1276,1759.940625
C1277,2536.423846153846
C1278,2338.551875
C1279,2391.278888888889
C1280,2532.1964285714284
C1281,3472.8685714285716
C1282,1177.7344444444445
C1283,2648.8866666666668
C1284,1816.8733333333332
C1285,1910.0520000000001
C1286,2295.7383333333332
C1287,3084.265
C1288,2245.95
C1289,1795.921818181818
C1290,2237.7988888888885
C1291,2775.9813333333336
C1292,1992.1976470588236
C1293,2619.3021428571424
C1294,1758.277142857143
C1295,2945.8135714285713
C1296,2376.9135714285717
C1297,2342.83
C1298,2218.216875
C1299,2197.371875
C1300,2671.3399999999997
C1301,2984.0963636363635
C1302,2394.2485714285713
C1303,2197.495454545455
C1304,1435.4092857142857
C1305,1695.1390909090908
C1306,2473.7253846153844
C1307,2379.6284615384616
C1308,3591.93
C1309,3112.4882352941177
C1310,2001.3978571428572
C1311,2640.0007692307695
C1312,1408.0715384615385
C1313,1831.459
C1314,1651.6022222222223
C1315,2356.450588235294
C1316,2608.5216666666665
C1317,2356.1625
C1318,2476.5511764705884
C1319,2215.83
C1320,2789.7000000000003
C1321,1830.9615384615386
C1322,2295.110909090909
C1323,2751.4275
C1324,2980.633333333333
C1325,2179.6723529411765
C1326,1706.7811764705882
C1327,2864.4453846153847
C1328,2791.0463636363634
C1329,2072.078
C1330,2338.4945454545455
C1331,2711.588181818182
C1332,2579.405
C1333,2609.65
C1334,2884.7914285714287
C1335,3286.0033333333336
C1336,2953.171
C1337,2019.458888888889
C1338,1983.1825
C1339,2619.875
C1340,3059.314
C1341,3197.587
C1342,1971.4029411764704
C1343,2480.734
C1344,1650.0485714285714
C1345,2514.6646153846154
C1346,2301.0963636363635
C1347,3225.536666666667
C1348,1973.4922222222222
C1349,1826.596875
C1350,1772.5816666666667
C1351,2938.7315789473687
C1352,2772.133888888889
C1353,2796.138333333333
C1354,3192.096875
C1355,2551.363684210526
C1356,2640.5626666666667
C1357,2240.3109090909093
C1358,2634.593571428571
C1359,2725.681764705882
C1360,1972.6485714285714
C1361,3623.8186666666666
C1362,2613.9218181818183
C1363,1058.16
C1364,2350.99
C1365,1843.2866666666669
C1366,2525.5306666666665
C1367,3347.402222222222
C1368,1587.9458823529412
C1369,1560.8855555555556
C1370,2670.3999999999996
C1371,2883.381538461538
C1372,2204.2835714285716
C1373,3667.5671428571427
C1374,3224.0923076923073
C1375,2914.9605882352944
C1376,2854.67
C1377,2967.4173684210527
C1378,2242.672222222222
C1379,2243.5055555555555
C1380,2344.86
C1381,3086.3423076923073
C1382,2943.855
C1383,2560.0984615384614
C1384,3532.8453846153843
C1385,2472.08705882353
C1386,2877.127272727273
C1387,3214.27875
C1388,2126.041764705882
C1389,1676.5214285714287
C1390,1959.0
C1391,2502.7327272727275
C1392,2571.530909090909
C1393,2589.2511764705887
C1394,2596.176
C1395,2204.35
C1396,1981.545
C1397,2206.4878947368425
C1398,2775.39125
C1399,2254.944615384615
C1400,2304.5615384615385
C1401,2077.605555555556
C1402,2582.440833333333
C1403,2679.4139999999998
C1404,1769.812222222222
C1405,2646.073636363636
C1406,2230.1364285714285
C1407,2260.438823529412
C1408,2544.8142857142857
C1409,2637.9126666666666
C1410,3172.3677777777775
C1411,2250.38875
C1412,2074.014166666667
C1413,3675.060909090909
C1414,2137.797222222222
C1415,2232.389090909091
C1416,2546.347142857143
C1417,2456.5546666666664
C1418,1771.7335714285714
C1419,2235.665833333333
C1420,2129.383333333333
C1421,2335.2154545454546
C1422,2357.485333333333
C1423,3212.9466666666663
C1424,1625.055
C1425,2303.382857142857
C1426,2012.2630000000001
C1427,2340.1146153846153
C1428,2039.2773684210524
C1429,3778.47625
C1430,2438.1604347826087
C1431,2868.9187500000003
C1432,1812.9185714285716
C1433,1550.1116666666667
C1434,2452.763
C1435,2897.331875
C1436,3001.2687499999997
C1437,1718.22125
C1438,1764.3309999999997
C1439,3277.942222222222
C1440,2155.182857142857
C1441,3578.39
C1442,3021.952222222222
C1443,2064.3275
C1444,1710.503
C1445,2859.7000000000003
C1446,1987.6658333333335
C1447,2193.59125
C1448,3567.216470588235
C1449,2016.9969230769234
C1450,2986.9815384615385
C1451,1935.9792857142857
C1452,2673.1346153846152
C1453,2275.2
C1454,2744.251538461539
C1455,2328.159230769231
C1456,3539.9285714285716
C1457,2493.608333333333
C1458,2318.0553333333332
C1459,2381.1023076923075
C1460,1701.4873333333333
C1461,1994.0876470588234
C1462,3366.4630769230766
C1463,1527.3307692307692
C1464,2947.2314285714283
C1465,2037.3912500000001
C1466,3127.653333333333
C1467,3732.587142857143
C1468,2555.9883333333332
C1469,3037.3158333333336
C1470,2220.787857142857
C1471,2026.7588235294118
C1472,3196.1704999999997
C1473,1962.8307142857143
C1474,2846.572
C1475,2210.305384615385
C1476,2562.2679999999996
C1477,2505.139411764706
C1478,2979.036111111111
C1479,1720.440769230769
C1480,2449.902857142857
C1481,2385.201875
C1482,2331.11
C1483,3083.483333333333
C1484,1841.1981818181819
C1485,1323.0144444444443
C1486,3460.855625
C1487,1064.4281818181817
C1488,1934.416923076923
C1489,3306.265
C1490,2409.9135714285717
C1491,2028.2618750000001
C1492,1131.71375
C1493,2776.7135714285714
C1494,3222.2677272727274
C1495,885.5533333333333
C1496,3262.854444444444
C1497,1892.2922222222223
C1498,3471.345714285714
C1499,3314.443
C1500,2983.7926315789473
C1501,1871.3907142857145
C1502,724.7766666666666
C1503,2072.9714285714285
C1504,2878.8830000000003
C1505,1478.05
C1506,2796.371818181818
C1507,2705.1206666666667
C1508,2645.9858823529407
C1509,3157.0849999999996
C1510,2277.6005555555557
C1511,2713.535
C1512,1679.675
C1513,2481.1553846153847
C1514,2802.451176470588
C1515,3249.890625
C1516,2439.39875
C1517,2195.363529411765
C1518,2378.5416666666665
C1519,1853.7393749999999
C1520,1451.29
C1521,2309.302727272727
C1522,1883.95125
C1523,2180.547777777778
C1524,2111.8794444444447
C1525,2601.2322727272726
C1526,3243.2200000000003
C1527,2044.78
C1528,1996.4966666666667
C1529,3412.806363636364
C1530,2377.36
C1531,2583.108461538461
C1532,3348.98
C1533,3015.9746153846154
C1534,2609.7472727272725
C1535,2467.523157894737
C1536,2479.527
C1537,2802.336153846154
C1538,1997.408
C1539,1232.263846153846
C1540,2272.2788235294115
C1541,2501.6491666666666
C1542,2132.9754545454543
C1543,2680.595882352941
C1544,1649.993333333333
C1545,2153.8720000000003
C1546,2877.421904761905
C1547,2015.8866666666665
C1548,3067.726153846154
C1549,2381.795
C1550,3264.9857894736842
C1551,1828.4299999999998
C1552,1780.632222222222
C1553,2003.787142857143
C1554,3211.1887500000003
C1555,1906.7166666666667
C1556,2797.0
C1557,2740.763333333334
C1558,1565.02125
C1559,2549.295
C1560,2623.277777777778
C1561,3387.0242857142853
C1562,2398.542
C1563,2344.9777777777776
C1564,2826.2799999999997
C1565,3327.9500000000003
C1566,1959.6352941176472
C1567,1611.5800000000002
C1568,2127.2625000000003
C1569,2570.0571428571425
C1570,2941.913076923077
C1571,1998.8246153846155
C1572,2954.8914285714286
C1573,2135.3025000000002
C1574,3357.79
C1575,2279.23
C1576,3482.39625
C1577,2464.744705882353
C1578,2361.569
C1579,2361.6150000000002
C1580,3410.7681818181813
C1581,2306.7915384615385
C1582,3815.7599999999998
C1583,1652.1079999999997
C1584,2554.5654545454545
C1585,2863.11
C1586,2434.57
C1587,2150.5
C1588,2913.9192857142857
C1589,3376.09
C1590,1936.77875
C1591,1873.695294117647
C1592,1429.28
C1593,2967.2427272727273
C1594,2492.8915384615384
C1595,1557.8793333333333
C1596,3405.974210526316
C1597,2895.5444444444447
C1598,1947.723
C1599,1919.1845454545453
C1600,2944.9016666666666
C1601,1693.8990909090908
C1602,2063.39
C1603,2461.4183333333335
C1604,3358.23625
C1605,1925.0666666666668
C1606,1498.19875
C1607,2305.8785714285714
C1608,2113.8891666666664
C1609,3200.09
C1610,2322.83
C1611,2245.905
C1612,1782.6466666666665
C1613,2458.950588235294
C1614,2726.944285714286
C1615,2261.248
C1616,1742.5815384615385
C1617,3158.694615384615
C1618,1104.0615384615385
C1619,3537.3769999999995
C1620,3166.3142857142857
C1621,1481.4422222222222
C1622,1670.9757142857143
C1623,3407.9935294117645
C1624,2893.31
C1625,1749.7163636363637
C1626,2375.8155555555554
C1627,2360.1457142857143
C1628,1880.4739999999997
C1629,3714.6481818181815
C1630,2294.345333333333
C1631,2951.3133333333335
C1632,1856.2075000000002
C1633,1715.627
C1634,2653.4208333333336
C1635,1828.4355555555553
C1636,1558.3275
C1637,2561.8657142857146
C1638,2830.568333333333
C1639,2587.34
C1640,1922.13875
C1641,2134.882222222222
C1642,1521.425
C1643,2957.0454545454545
C1644,2799.5242857142857
C1645,2410.09
C1646,2059.5347058823527
C1647,2807.4005
C1648,2425.819090909091
C1649,2743.6783333333333
C1650,3488.4399999999996
C1651,3029.929166666667
C1652,2931.403846153846
C1653,1691.3878571428572
C1654,1667.032
C1655,2379.3086666666663
C1656,1500.9688888888888
C1657,2075.492222222222
C1658,2341.829166666667
C1659,2354.71
C1660,2871.4645454545457
C1661,2183.1976923076923
C1662,1460.7942857142857
C1663,2430.2544444444447
C1664,2810.5049999999997
C1665,1575.171111111111
C1666,3888.5116666666668
C1667,2598.4253846153847
C1668,2913.1635714285717
C1669,2790.2426666666665
C1670,3512.4266666666667
C1671,3164.792857142857
C1672,2620.8504545454543
C1673,2268.1290909090912
C1674,1980.97
C1675,2132.536666666667
C1676,3034.4557142857147
C1677,2311.4708333333333
C1678,3024.1989999999996
C1679,2695.875333333333
C1680,1657.2242105263158
C1681,3528.3799999999997
C1682,2444.96
C1683,3420.5339999999997
C1684,2596.061333333333
C1685,1925.710625
C1686,2634.536666666667
C1687,2580.6823529411763
C1688,2715.4778947368422
C1689,2241.8036363636365
C1690,2325.6493333333333
C1691,3258.4730000000004
C1692,3574.2545454545457
C1693,2388.4288235294116
C1694,2754.26
C1695,2853.222222222222
C1696,1724.4029999999998
C1697,2976.7746153846156
C1698,2322.6341176470587
C1699,2507.2725
C1700,4046.4566666666665
C1701,2486.59
C1702,1571.676153846154
C1703,1923.0490909090906
C1704,1688.266
C1705,3751.639090909091
C1706,1055.157
C1707,2422.308461538462
C1708,2293.9975
C1709,2629.4858333333336
C1710,2520.5929411764705
C1711,2738.5622222222223
C1712,2264.0841666666665
C1713,2184.864666666667
C1714,3497.5523529411767
C1715,2655.5335714285716
C1716,2539.3706666666667
C1717,3002.337142857143
C1718,2317.697894736842
C1719,2558.3515384615384
C1720,2350.080769230769
C1721,2416.2775
C1722,2897.546923076923
C1723,1803.5350000000003
C1724,2035.8500000000001
C1725,1389.6270588235293
C1726,2064.055
C1727,2964.0055
C1728,2465.847272727273
C1729,2048.3075
C1730,2585.2329999999997
C1731,2708.1063636363638
C1732,2665.7546666666667
C1733,2226.900909090909
C1734,2147.825
C1735,2985.478181818182
C1736,274.18000000000006
C1737,3250.7518181818177
C1738,1894.734375
C1739,2546.9547368421054
C1740,2456.423333333333
C1741,2270.7892857142856
C1742,3254.376923076923
C1743,2302.7216666666664
C1744,3233.8014285714285
C1745,2575.05
C1746,2411.5275
C1747,2081.3518181818185
C1748,2515.17
C1749,1915.526875
C1750,2664.013076923077
C1751,2983.7853846153844
C1752,2348.100769230769
C1753,2236.067222222222
C1754,2833.23
C1755,2400.5327272727272
C1756,2035.2371428571428
C1757,2376.175625
C1758,2966.656363636364
C1759,2432.56
C1760,2585.9
C1761,3558.461875
C1762,2021.5492307692307
C1763,3268.4325
C1764,1661.9992307692305
C1765,2433.4221428571427
C1766,3788.3128571428574
C1767,1635.7900000000002
C1768,3356.747058823529
C1769,1904.6826666666666
C1770,2681.96625
C1771,1400.587142857143
C1772,2100.3219999999997
C1773,2145.498125
C1774,2633.35
C1775,2357.4579999999996
C1776,1892.8600000000001
C1777,2068.362666666667
C1778,1839.341818181818
C1779,3107.67
C1780,1883.404285714286
C1781,2612.876153846154
C1782,2480.5064705882355
C1783,2958.9139999999998
C1784,3369.0844444444447
C1785,2192.5272727272727
C1786,2521.2726666666663
C1787,2169.349333333333
C1788,2691.48
C1789,2199.9055555555556
C1790,1227.98
C1791,1838.2977777777778
C1792,1636.77
C1793,2471.2081818181814
C1794,2160.3366666666666
C1795,1870.7188235294118
C1796,2566.4225
C1797,2129.678888888889
C1798,2761.23625
C1799,2256.135
C1800,1746.9906666666668
C1801,2694.108571428572
C1802,3166.511875
C1803,1687.25
C1804,1335.7350000000001
C1805,3035.9176923076925
C1806,3122.6625
C1807,3623.364545454546
C1808,1388.365
C1809,2734.661818181818
C1810,1349.749230769231
C1811,2589.820769230769
C1812,1614.1
C1813,2232.184705882353
C1814,1208.2269230769232
C1815,2965.16
C1816,2171.2038461538464
C1817,1840.2
C1818,2623.623
C1819,2767.0933333333332
C1820,2812.728823529412
C1821,1592.047
C1822,2605.120588235294
C1823,1816.8314285714284
C1824,2898.0073333333335
C1825,3270.736875
C1826,2520.735
C1827,3121.676
C1828,2371.531428571429
C1829,2692.5241666666666
C1830,1557.8812500000001
C1831,2901.5492307692307
C1832,2608.7285714285717
C1833,2248.81
C1834,1983.478947368421
C1835,3046.5733333333333
C1836,2929.596
C1837,3376.2546666666667
C1838,2690.665
C1839,2517.866470588235
C1840,1757.645
C1841,2309.8505555555553
C1842,2567.8546153846155
C1843,2415.174285714286
C1844,3087.73875
C1845,2824.191
C1846,1239.0477777777778
C1847,2410.248666666667
C1848,2390.2685185185187
C1849,2654.036666666667
C1850,1928.4566666666667
C1851,2614.2166666666667
C1852,2487.84
C1853,2255.787333333333
C1854,3653.2036842105263
C1855,3130.1229411764702
C1856,2355.911666666667
C1857,2964.029333333333
C1858,2217.5807142857143
C1859,2075.1530769230767
C1860,2529.483333333333
C1861,4825.901111111111
C1862,3032.0608333333334
C1863,1793.1138461538462
C1864,3161.765
C1865,2016.948888888889
C1866,2675.6561538461538
C1867,1639.7736363636361
C1868,2861.6823529411763
C1869,2738.2169999999996
C1870,2473.39
C1871,1724.0753846153846
C1872,3256.3675000000003
C1873,2782.474
C1874,2880.73
C1875,2758.62375
C1876,2007.5928571428572
C1877,1665.7546666666667
C1878,1129.6625000000001
C1879,2553.184444444445
C1880,2752.0564285714286
C1881,2497.817894736842
C1882,2800.9483333333333
C1883,3297.064
C1884,2973.2263636363637
C1885,2230.108333333333
C1886,1301.7007142857144
C1887,2841.2173333333335
C1888,2397.402666666667
C1889,1576.924
C1890,3004.1436842105263
C1891,2810.1416666666664
C1892,1359.31
C1893,2349.1758823529412
C1894,2558.1075
C1895,2338.1428571428573
C1896,2407.0736363636365
C1897,3154.613913043478
C1898,2397.1853333333333
C1899,2119.1063636363633
C1900,2149.3591666666666
C1901,2042.8013333333333
C1902,2537.9183333333335
C1903,2640.3382352941176
C1904,2076.5644444444442
C1905,1294.9422222222222
C1906,2615.534666666667
C1907,2633.364705882353
C1908,1237.4658333333334
C1909,1574.221
C1910,2420.555
C1911,2978.732
C1912,1790.4455555555555
C1913,2674.721666666667
C1914,1661.2633333333333
C1915,1918.673846153846
C1916,2389.9206666666664
C1917,2411.3458823529413
C1918,1885.6094736842106
C1919,2197.9215384615386
C1920,2078.0257142857145
C1921,2021.9125000000001
C1922,636.7283333333335
C1923,2211.8121428571426
C1924,2124.31
C1925,3189.34375
C1926,1951.952857142857
C1927,2096.4744444444445
C1928,2053.3561904761905
C1929,2155.678888888889
C1930,2395.372307692308
C1931,2993.8217647058823
C1932,3266.6084615384616
C1933,2906.0066666666667
C1934,2052.6207692307694
C1935,3474.831111111111
C1936,2074.016666666667
C1937,2255.8934999999997
C1938,3251.2390909090905
C1939,2688.7746153846156
C1940,2082.776363636364
C1941,2134.078571428571
C1942,2555.1749999999997
C1943,2994.616666666667
C1944,3018.8482352941173
C1945,1544.771111111111
C1946,1182.636
C1947,2152.218
C1948,3880.247272727273
C1949,2663.9446666666668
C1950,3518.0633333333335
C1951,2144.911111111111
C1952,2903.53
C1953,3091.711176470588
C1954,2020.891
C1955,1794.1200000000001
C1956,1603.9325
C1957,2480.7072222222223
C1958,2756.128
C1959,3000.7533333333336
C1960,2952.518888888889
C1961,2093.595
C1962,2614.14
C1963,2000.6946153846152
C1964,2748.745384615385
C1965,3381.668181818182
C1966,2771.753125
C1967,3625.025
C1968,2849.038
C1969,3568.662307692308
C1970,3291.8369999999995
C1971,2866.723636363636
C1972,1744.4725
C1973,1213.95
C1974,2915.355
C1975,3286.273076923077
C1976,2943.266153846154
C1977,2777.3141666666666
C1978,2148.6
C1979,2405.054166666667
C1980,2021.522222222222
C1981,2198.4904545454547
C1982,2655.2263636363637
C1983,3083.1381818181817
C1984,2898.295
C1985,2263.342105263158
C1986,2719.93
C1987,1390.6108333333334
C1988,3148.202777777778
C1989,3082.23
C1990,2665.918888888889
C1991,1791.6433333333334
C1992,3073.0809999999997
C1993,2652.7646153846154
C1994,2947.6883333333335
C1995,3179.665882352941
C1996,1981.9715789473685
C1997,3349.14375
C1998,3090.644615384615
C1999,907.0
C2000,1676.8681818181817
C2001,1936.61875
C2002,2388.088
C2003,2829.4225
C2004,2067.520909090909
C2005,3122.2962500000003
C2006,2652.007391304348
C2007,1796.74
C2008,2589.199333333333
C2009,2639.6546153846157
C2010,2654.807272727273
C2011,2476.3605
C2012,2438.3809090909094
C2013,1802.3178571428568
C2014,881.1936363636363
C2015,1738.555
C2016,1609.7041666666667
C2017,1643.7185000000002
C2018,3074.1716666666666
C2019,2823.9344444444446
C2020,2097.5385714285712
C2021,2247.52
C2022,2778.5558333333333
C2023,3683.3683333333333
C2024,2462.288181818182
C2025,3980.432142857143
C2026,3317.6279999999997
C2027,4261.4
C2028,2798.93375
C2029,2688.6275
C2030,1949.7250000000001
C2031,1999.517857142857
C2032,1896.202105263158
C2033,1530.71
C2034,2093.518888888889
C2035,1852.0642857142855
C2036,1338.886923076923
C2037,2950.1083333333336
C2038,2514.032
C2039,2818.748888888889
C2040,2181.1425
C2041,1802.9800000000002
C2042,2610.2788888888886
C2043,2833.4116666666664
C2044,2941.03
C2045,3230.213333333333
C2046,2185.8141666666666
C2047,2441.4242105263156
C2048,3124.8081818181818
C2049,2566.5459090909094
C2050,3362.9133333333334
C2051,1737.845
C2052,1494.4319047619047
C2053,2486.026923076923
C2054,1721.6276923076923
C2055,1680.2045454545455
C2056,1384.7336363636364
C2057,4480.09
C2058,2187.398666666667
C2059,2576.8238461538463
C2060,3914.9325
C2061,2129.1976470588233
C2062,1640.056923076923
C2063,2950.3108333333334
C2064,2376.4525
C2065,2473.9066666666668
C2066,2740.64
C2067,2199.4861111111113
C2068,3759.525
C2069,987.5155555555555
C2070,1846.7994444444444
C2071,1642.865
C2072,2556.1014285714286
C2073,1957.3925
C2074,1740.6207142857143
C2075,2623.7215384615383
C2076,3452.027368421053
C2077,2764.003571428572
C2078,3613.182222222222
C2079,2100.7228571428573
C2080,1749.3011111111111
C2081,2681.6734782608696
C2082,3122.511
C2083,3201.0350000000003
C2084,2765.993571428571
C2085,2023.1990476190476
C2086,2628.614285714286
C2087,2082.3309090909092
C2088,2434.962727272727
C2089,1596.2787500000002
C2090,2513.848
C2091,2507.0941666666668
C2092,2037.6375
C2093,2806.2980000000002
C2094,2256.31
C2095,2401.4988888888893
C2096,1928.208823529412
C2097,1753.502105263158
C2098,2745.6627777777776
C2099,1288.6263636363635
C2100,2639.5561904761903
C2101,2633.617894736842
C2102,2482.539333333333
C2103,2513.0809090909092
C2104,2068.553076923077
C2105,2458.9058333333332
C2106,2513.217368421053
C2107,2384.0011764705887
C2108,2842.098571428571
C2109,2013.6280000000002
C2110,1638.9893333333334
C2111,2493.6882352941175
C2112,1326.9969999999998
C2113,2508.4061538461538
C2114,3014.822
C2115,2712.8624999999997
C2116,2076.7446153846154
C2117,2964.441538461538
C2118,3186.5025
C2119,1664.31375
C2120,2363.836923076923
C2121,2331.055
C2122,2325.693333333333
C2123,2782.4394736842105
C2124,1935.827142857143
C2125,2551.536666666667
C2126,3225.387272727273
C2127,2116.5878571428575
C2128,1886.404
C2129,2494.0383333333334
C2130,1046.507142857143
C2131,2646.484
C2132,2322.5926666666664
C2133,2386.9926666666665
C2134,1939.228125
C2135,1355.095
C2136,2070.2457142857143
C2137,1969.7083333333333
C2138,2281.501818181818
C2139,1460.4709090909091
C2140,2997.5092857142854
C2141,2283.5633333333335
C2142,3466.162352941177
C2143,2085.832222222222
C2144,2500.2607142857146
C2145,2452.1490000000003
C2146,1999.4127272727274
C2147,2536.560909090909
C2148,2483.79625
C2149,3297.2475
C2150,1641.0254545454545
C2151,3573.444285714286
C2152,2771.2473913043477
C2153,3308.7200000000003
C2154,2736.659090909091
C2155,2858.7833333333333
C2156,3861.554117647059
C2157,2477.259090909091
C2158,2676.4670588235294
C2159,3191.8773333333334
C2160,1601.4923809523812
C2161,2498.3314285714287
C2162,2380.0033333333336
C2163,2624.3275
C2164,2699.2357142857145
C2165,1680.42
C2166,2212.137142857143
C2167,2186.00375
C2168,2649.752380952381
C2169,2625.8430769230768
C2170,2277.708181818182
C2171,1908.175
C2172,2217.55
C2173,2090.091538461538
C2174,3071.9025
C2175,2629.0610526315786
C2176,1380.5636363636365
C2177,2141.712
C2178,2692.5615384615385
C2179,2405.8115384615385
C2180,2859.7149999999997
C2181,2465.291111111111
C2182,2169.401818181818
C2183,1686.8616666666667
C2184,2276.3455555555556
C2185,2408.623125
